,Fecha,Nombre,Nombre de la tienda,Tipo de tienda,Cuenta con un establecimiento,Exibe sus produuctos afuera,Venta de productos frescos,Numero de clientes en la tienda,Aparatos electronicos en la tienda,Cambios de tamaño en tienda el año pasado,Cambio de promedio del salario de los empleados en el año pasado,Revisiones mensuales de las finanzas,Conección de internet,Canales de Venta,Metodos de pago,Herramientas para la relacion con los clientes,Servicios,Entregas a domicilio,Cambios producidos por la pandemia,Organización frecuente de los estantes
114,"November 9, 2022",Pedro Contreras,Leydi Goo,Estética ,no,no,no,1,"POS system (i.e. computer + bar code scanner + printer),Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
115,"November 9, 2022",Pedro Contreras,Kanaleon!,Butcher shop,no,no,yes,2,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
116,"November 9, 2022",Pedro Contreras,Frutería Las Maravillas ,Produce (fruits & vegetables),no,yes,yes,2,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
117,"November 9, 2022",Eduardo Zárate,Todo Marravillas,limpieza,no,yes,no,0,POS system (i.e. computer + bar code scanner + printer),No cambió,Sin registro,yes,yes,Sin registro,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Sin registro,Sin registro,Algo de acuerdo,Sin registro,Sin registro
118,"November 9, 2022",Eduardo Zárate,Súper 45,Dairy products,no,no,yes,2,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,Aumentó 15%,yes,yes,Llamada a Teléfono fijo,"Efectivo,Tarjeta de débito y/o crédito",Ninguna,Recarga telefónica,Totalmente de acuerdo,Sin registro,Diariamente
119,"November 9, 2022",Eduardo Zárate,Súper Bendito Hermanos,Dairy products,yes,no,yes,2,Analog cash register,No cambió,No cambió,yes,yes,"Aplicación móvil (e.g. Rappi, Uber Eats),Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,"Entrega a domicilio,Pago de servicios públicos (e.g. Yastas),Recarga telefónica",Sin registro,Sin registro,Diariamente
120,"November 9, 2022",Eduardo Zárate,No name ,Micro-restaurant (aka. fondita),yes,no,yes,1,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
121,"November 9, 2022",Eduardo Zárate,Memelitas Ame,Micro-restaurant (aka. fondita),no,no,yes,1,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
122,"November 9, 2022",Eduardo Zárate,Paola Papelería & Regalos,Papelería,no,yes,no,1,Analog cash register,Aumentó 25%,Aumentó 15%,yes,yes,"Aplicación móvil (e.g. Rappi, Uber Eats),Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,Ninguno,Totalmente de acuerdo,Disminuir la cantidad del pedido,Semanalmente
123,"November 7, 2022",Jesús Antonio Zapatero García,La suprema torta ,Micro-restaurant (aka. fondita),no,no,no,0,Smartphone,No cambió,No cambió,yes,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Redes sociales,Ninguno,Totalmente de acuerdo,Sin registro,Diariamente
124,"November 9, 2022",Pedro Contreras,"Tortillas, semillas",Produce (fruits & vegetables),no,yes,yes,2,"Analog cash register,Smartphone",Disminuyó 15%,Disminuyó 15%,yes,no,Sin registro,Efectivo,Ninguna,Entrega a domicilio,Sin registro,"Aumentar la cantidad del pedido,Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente
125,"November 9, 2022",Alejandro Matias,Estetica Brushing,Peluqueria,no,no,no,0,Smartphone,No cambió,Sin registro,no,no,Sin registro,Sin registro,Aplicación móvil,Sin registro,Sin registro,Sin registro,Sin registro
126,"November 9, 2022",Alejandro Matias,Cemitas poblanas Dany,Micro-restaurant (aka. fondita),no,no,yes,0,Smartphone,No cambió,Sin registro,Sin registro,no,Sin registro,Efectivo,Sin registro,Sin registro,Algo en desacuerdo,Sin registro,Sin registro
127,"November 9, 2022",Alejandro Matias,Tortas y jugos,Cafeteria,no,no,yes,3,Analog cash register,No cambió,Sin registro,yes,no,Sin registro,"Efectivo,Transferencia interbancaria",Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
128,"November 9, 2022",Alejandro Matias,Gorditas Claudia,Micro-restaurant (aka. fondita),no,no,yes,0,Analog cash register,Disminuyó 25%,Sin registro,no,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Totalmente de acuerdo,Sin registro,Sin registro
129,"November 9, 2022",Eduardo Zárate,Verona Pasteles,Dairy products,no,no,yes,1,Analog cash register,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
130,"November 9, 2022",Pedro Contreras,Pronósticos Maravillas,Grocery store (aka. nanostore),yes,yes,no,0,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
131,"November 9, 2022",Pedro Contreras,Pizil Pinturas ,Toolshop,yes,yes,no,0,"POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,Sin registro,yes,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito","Aplicación móvil,Redes sociales",Sin registro,Algo de acuerdo,Sin registro,Diariamente
132,"November 3, 2022",Sebastian Salem Barranco Olvera,Gorditas y quesadillas el cebollín ,Micro-restaurant (aka. fondita),yes,no,no,1,Security cameras,No cambió,No cambió,no,yes,Ninguno,"Efectivo,Transferencia interbancaria",Cuaderno,Ninguno,Totalmente en desacuerdo,Sin registro,Semanalmente
133,"November 3, 2022",Sebastian Salem Barranco Olvera,Floreria Janet,Floreria,no,no,no,3,"Security cameras,Smartphone",Disminuyó 15%,Disminuyó 15%,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Página web propia,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Entrega a domicilio,Sin registro,Sin registro,Diariamente
134,"November 9, 2022",Pedro Contreras,Miscelánea El Estadio ,Grocery store (aka. nanostore),yes,yes,no,2,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
135,"November 9, 2022",Pedro Contreras,Tortas Los girasoles ,Micro-restaurant (aka. fondita),no,no,no,0,Smartphone,No cambió,Sin registro,yes,no,Llamada a Teléfono celular,Efectivo,Sin registro,Sin registro,Totalmente de acuerdo,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Sin registro
136,"November 9, 2022",Pedro Contreras,El supercito,Grocery store (aka. nanostore),no,no,yes,0,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
137,"November 9, 2022",Pedro Contreras,Miscelánea la paloma ,Grocery store (aka. nanostore),yes,no,no,0,Smartphone,No cambió,Disminuyó 15%,yes,no,Sin registro,Efectivo,Ninguna,Sin registro,Algo en desacuerdo,Sin registro,Sin registro
138,"November 9, 2022",Pedro Contreras,Miscelánea y Recauderia Ilse ,Grocery store (aka. nanostore),no,no,no,1,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
139,"November 8, 2022",Ismael López,Antojitos Rosi,Micro-restaurant (aka. fondita),no,no,no,3,None,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
140,"November 8, 2022",Ismael López,Miscelanea san juditas,Grocery store (aka. nanostore),no,yes,yes,2,"Analog cash register,Security cameras,Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
141,"November 4, 2022",Jesús Herrera,Súper canasta,Produce (fruits & vegetables),no,yes,yes,1,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
142,"November 7, 2022",Salomon Abdala Perez,Cosmetics,Grocery store (aka. nanostore),no,no,no,3,"Analog cash register,Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer)",No cambió,No cambió,yes,yes,"Página web propia,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Sin registro,Sin registro,Sin registro,Mensualmente
143,"November 7, 2022",Salomon Abdala Perez,OEM SERVICE,Technology store,yes,no,no,3,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,No cambió,yes,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Ninguno,Sin registro,Sin registro,Mensualmente
144,"November 7, 2022",Salomon Abdala Perez,La Reina,Bakery store,yes,no,yes,4,"Dataphone (i.e. card payments),Security cameras",Aumentó 15%,No cambió,yes,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Ninguna,Sin registro,Sin registro,Sin registro,Diariamente
145,"November 7, 2022",Salomon Abdala Perez,Don Asador,Micro-restaurant (aka. fondita),no,no,yes,8,Dataphone (i.e. card payments),No cambió,Aumentó 15%,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,Sin registro,Sin registro,Sin registro,Nunca
146,"November 7, 2022",Salomon Abdala Perez,BFI Autopartes,Grocery store (aka. nanostore),yes,no,no,0,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer)",Aumentó 15%,No cambió,yes,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Sin registro,Sin registro,Sin registro,Semanalmente
147,"November 7, 2022",Salomon Abdala Perez,Ferretería Ambriz,Grocery store (aka. nanostore),yes,yes,no,2,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Smartphone",No cambió,Aumentó 15%,yes,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Sin registro,Sin registro,Sin registro,Sin registro,Semanalmente
148,"November 7, 2022",Salomon Abdala Perez,Ambar,Grocery store (aka. nanostore),no,no,yes,0,Dataphone (i.e. card payments),No cambió,Sin registro,Sin registro,yes,Sin registro,Efectivo,Ninguna,Sin registro,Sin registro,Sin registro,Anualmente
149,"November 7, 2022",Salomon Abdala Perez,Burbuja Lavanderías,Laundry Store,no,no,yes,5,"Dataphone (i.e. card payments),Security cameras",Aumentó 25%,No cambió,no,yes,Llamada a Teléfono fijo,Efectivo,Ninguna,Ninguno,Sin registro,Sin registro,Anualmente
150,"November 7, 2022",Salomon Abdala Perez,De Haro,Grocery store (aka. nanostore),no,yes,no,0,None,Aumentó 25%,No cambió,no,no,Llamada a Teléfono fijo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Nunca
151,"November 7, 2022",Irvin Vásquez Figueroa,Barbamala,barber shop,no,no,no,4,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",No cambió,No cambió,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Aplicación móvil,Ninguno,Totalmente en desacuerdo,Aumentar la cantidad del pedido,Semanalmente
152,"November 7, 2022",Irvin Vásquez Figueroa,Papelomas,Dairy products,no,no,no,4,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",No cambió,Aumentó 15%,yes,yes,"Llamada a Teléfono celular,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,Entrega a domicilio,Sin registro,Disminuir la frecuencia de pedidos,Diariamente
153,"November 7, 2022",Ángel Francisco Altamirano Campos,Rey patata ,Micro-restaurant (aka. fondita),no,no,no,5,"Dataphone (i.e. card payments),Smartphone",Sin cambios,Sin registro,yes,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,Ninguno,Totalmente de acuerdo,Sin registro,Diariamente
154,"November 7, 2022",Ángel Francisco Altamirano Campos,Ferretería ROBCAS,ferretería ,yes,no,no,4,"Dataphone (i.e. card payments),Security cameras",No cambió,Sin registro,yes,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Ninguno,Algo de acuerdo,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente
155,"November 7, 2022",Ángel Francisco Altamirano Campos,Antojitos Vero,Micro-restaurant (aka. fondita),no,no,no,1,Smartphone,Sin cambios,Sin registro,yes,no,"Llamada a Teléfono celular,WhatsApp","Efectivo,Transferencia interbancaria",Redes sociales,Ninguno,Totalmente en desacuerdo,Sin registro,Diariamente
156,"November 7, 2022",Ángel Francisco Altamirano Campos,Lavandería tintorería ,lavandería ,yes,no,no,1,Smartphone,No cambió,No cambió,yes,no,WhatsApp,Efectivo,Redes sociales,Ninguno,Totalmente de acuerdo,Sin registro,Semanalmente
157,"November 7, 2022",Ángel Francisco Altamirano Campos,All mobile,tecnología ,no,no,no,0,"Dataphone (i.e. card payments),Security cameras,Smartphone",No cambió,Aumentó 15%,yes,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Ninguna,Ninguno,Totalmente de acuerdo,Ninguna de las anteriores,Nunca
158,"November 7, 2022",Ángel Francisco Altamirano Campos,Púa púa,Micro-restaurant (aka. fondita),no,no,no,0,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",Aumentó 25%,No cambió,yes,yes,"Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Entrega a domicilio,Sin registro,Sin registro,Semanalmente
159,"November 7, 2022",Salomon Abdala Perez,Splashbit,Grocery store (aka. nanostore),no,no,no,2,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,No cambió,yes,yes,WhatsApp,Efectivo,Sin registro,Sin registro,Sin registro,Sin registro,Semanalmente
160,"November 4, 2022",Sandra Carreón,Camisería Alfonso,Tailor (sastrería),no,yes,no,2,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",No cambió,No cambió,yes,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito","Aplicación móvil,Redes sociales",Sin registro,Totalmente en desacuerdo,Sin registro,Mensualmente
161,"November 2, 2022",José Zapata,El encanto ,Grocery store (aka. nanostore),yes,no,yes,0,"POS system (i.e. computer + bar code scanner + printer),Smartphone",No cambió,No cambió,yes,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,Teléfono celular ,Ninguno,Totalmente en desacuerdo,Sin registro,Semanalmente
162,"November 3, 2022",Daniel Serrano,Textil Unicres,Grocery store (aka. nanostore),no,yes,no,0,Security cameras,No cambió,40,yes,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Aplicación móvil,Recarga telefónica,Ni de acuerdo ni en desacuerdo,Sin registro,Diariamente
163,"November 3, 2022",Emilio Garza,La Gardenia,Micro-restaurant (aka. fondita),yes,no,yes,7,"POS system (i.e. computer + bar code scanner + printer),Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
164,"November 3, 2022",Francisco Adán,Talavera Puebla - Jesús es el señor ,Productos tradicionales ,no,yes,no,0,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
165,"November 3, 2022",Francisco Adán,Xuti Galería ,productos tradicionales ,no,yes,no,0,Analog cash register,Aumentó 25%,Sin registro,yes,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Redes sociales,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",Ni de acuerdo ni en desacuerdo,Disminuir la frecuencia de pedidos,Mensualmente
166,"November 3, 2022",Emilio Garza,July Store,Grocery store (aka. nanostore),yes,no,no,1,"Analog cash register,Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
167,"November 3, 2022",Emilio Garza,Miscelánea rubí ,Grocery store (aka. nanostore),no,no,no,1,"Analog cash register,Smartphone",Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
168,"November 3, 2022",Emilio Garza,La fonda ,Micro-restaurant (aka. fondita),yes,no,yes,3,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
169,"November 3, 2022",Francisco Adán,"Birria de Res ""Hermanos Negreros 2"" estilo Tijuana ",Micro-restaurant (aka. fondita),no,no,yes,0,Analog cash register,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
170,"November 3, 2022",Emilio Garza,Restaurante el alfeñique ,Micro-restaurant (aka. fondita),no,no,yes,1,Smartphone,Sin cambios,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro
